How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
25,mostly_male,cisgender,otherdog,wa-us,atheist,agree,agree,strongly_disagree,slightly_agree,disagree,slightly_agree,strongly_disagree,disagree,agree,dont_know,disagree,strongly_disagree,disagree,slightly_agree,agree,strongly_agree,slightly_agree,strongly_agree,agree,disagree,disagree,slightly_agree,slightly_agree,neutral
26,both,complicated,domesticcat,gb,atheist,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,disagree,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_agree,agree,strongly_agree,disagree,agree,strongly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree
36,mostly_male,cisgender,otherdog,au,atheist,disagree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,neutral,disagree,strongly_agree,slightly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_disagree
22,male,cisgender,otherdog,nc-us,other,slightly_disagree,agree,disagree,neutral,slightly_agree,agree,neutral,slightly_disagree,disagree,slightly_agree,slightly_agree,disagree,slightly_agree,slightly_agree,agree,disagree,agree,agree,agree,slightly_agree,disagree,slightly_agree,neutral,disagree
34,male,cisgender,wolf,ru,atheist,neutral,slightly_agree,disagree,slightly_agree,disagree,agree,neutral,agree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,neutral,agree,disagree,agree,disagree,neutral,disagree
20,male,cisgender,,dk,atheist,strongly_agree,strongly_agree,strongly_disagree,agree,slightly_agree,strongly_agree,slightly_agree,dont_know,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,strongly_agree,dont_know,dont_know,strongly_agree,strongly_agree,slightly_agree,dont_know,neutral,slightly_agree,neutral
24,male,cisgender,anthro,pl,atheist,slightly_disagree,strongly_agree,strongly_disagree,disagree,disagree,agree,strongly_disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,slightly_agree,strongly_disagree,disagree
18,male,cisgender,wolf,va-us,atheist,slightly_disagree,disagree,disagree,agree,disagree,disagree,strongly_disagree,slightly_disagree,agree,disagree,neutral,disagree,strongly_disagree,agree,strongly_agree,disagree,neutral,slightly_agree,neutral,disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree
15,none,complicated,anthro,nh-us,other,strongly_disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_agree,neutral,slightly_disagree,agree,neutral,strongly_disagree,slightly_disagree,strongly_disagree,disagree,slightly_disagree,disagree,slightly_agree,neutral,agree,strongly_agree,agree,slightly_agree,slightly_disagree,disagree,strongly_disagree
46,female,cisgender,grizzlybear,ca-us,agnostic,slightly_agree,slightly_agree,neutral,slightly_disagree,disagree,slightly_disagree,disagree,slightly_disagree,slightly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,slightly_agree,strongly_agree,agree,neutral,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree
28,male,cisgender,othermusteloid,mi-us,atheist,agree,agree,disagree,disagree,slightly_disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,slightly_agree,neutral,agree,agree,neutral,agree,slightly_disagree,agree,disagree
18,male,cisgender,raccoon,ca,christian_protestant,disagree,disagree,strongly_disagree,slightly_disagree,neutral,disagree,strongly_disagree,agree,slightly_agree,strongly_disagree,slightly_disagree,disagree,slightly_disagree,slightly_disagree,disagree,slightly_agree,slightly_agree,agree,agree,dont_know,agree,slightly_disagree,dont_know,disagree
23,male,cisgender,greyfox,nd-us,other,disagree,neutral,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,agree,disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,agree,agree,neutral,slightly_agree,neutral,disagree,slightly_disagree,slightly_agree,neutral,neutral
18,mostly_male,cisgender,othercanine,ca-us,agnostic,slightly_disagree,agree,slightly_disagree,agree,slightly_agree,neutral,strongly_disagree,disagree,agree,disagree,neutral,strongly_disagree,neutral,neutral,agree,neutral,slightly_agree,slightly_agree,agree,disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_disagree
16,none,cisgender,rabbit,ar-us,agnostic,slightly_agree,neutral,disagree,agree,agree,slightly_disagree,disagree,slightly_disagree,agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,disagree,agree,dont_know,agree,agree,strongly_agree,neutral,slightly_disagree,disagree,strongly_disagree,disagree
16,male,cisgender,anthro,ms-us,agnostic,slightly_disagree,dont_know,agree,strongly_agree,slightly_agree,dont_know,strongly_disagree,disagree,slightly_agree,slightly_disagree,neutral,disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,agree,neutral,slightly_disagree,disagree,agree,slightly_disagree,dont_know,disagree
20,male,cisgender,raccoon,il-us,other,disagree,disagree,disagree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_agree,dont_know,strongly_disagree,slightly_agree,strongly_disagree,disagree,neutral,disagree,dont_know,strongly_agree,dont_know,agree,neutral,dont_know,dont_know,slightly_disagree,strongly_disagree
31,none,transgender,dragon,wa-us,other,strongly_agree,slightly_disagree,strongly_disagree,dont_know,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_agree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,strongly_disagree,strongly_agree,strongly_agree,dont_know,slightly_disagree,slightly_disagree,dont_know,slightly_disagree
16,mostly_female,transgender,otherbear,il-us,agnostic,neutral,neutral,disagree,slightly_disagree,strongly_disagree,agree,disagree,disagree,agree,disagree,agree,disagree,slightly_agree,slightly_disagree,slightly_disagree,agree,disagree,agree,slightly_disagree,slightly_agree,neutral,neutral,disagree,disagree
18,male,cisgender,coyote,ca,christian_catholic,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,dont_know,neutral,dont_know,slightly_disagree,neutral,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,dont_know,disagree,agree,strongly_disagree,strongly_disagree,disagree,neutral,strongly_agree,agree
15,male,cisgender,lizard,tx-us,atheist,slightly_agree,strongly_agree,disagree,slightly_disagree,strongly_disagree,neutral,dont_know,agree,strongly_agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,neutral,agree,agree,strongly_agree,agree,strongly_agree,dont_know,slightly_disagree,dont_know,dont_know,slightly_disagree
24,male,cisgender,wolf,va-us,agnostic,strongly_disagree,agree,disagree,agree,disagree,agree,disagree,agree,slightly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,agree,disagree,slightly_agree,strongly_agree,strongly_disagree,agree,slightly_agree,strongly_disagree,strongly_disagree
19,mostly_male,cisgender,fennec,az-us,athiest,disagree,agree,disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,agree,slightly_agree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,disagree
26,female,cisgender,germanshepherd,co-us,atheist,agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,disagree,slightly_agree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,slightly_agree,agree,neutral,agree,neutral,disagree,slightly_agree,neutral,dont_know,slightly_disagree
28,male,cisgender,bat,fl-us,christian_protestant,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_disagree,disagree,disagree,neutral,disagree,dont_know,strongly_agree,strongly_disagree,neutral,strongly_disagree,strongly_agree,disagree,agree,slightly_agree,disagree,dont_know,disagree,neutral,disagree
28,male,cisgender,othercanine,za,agnostic,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,neutral,neutral,agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,neutral,neutral,strongly_disagree
25,mostly_male,cisgender,hyaena,gb,atheist,strongly_disagree,strongly_agree,disagree,agree,disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,dont_know,agree,agree,disagree,strongly_disagree,agree,dont_know,dont_know,strongly_disagree
25,somewhat_male,complicated,dragon,gb,agnostic,disagree,dont_know,disagree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,neutral,strongly_agree,agree,strongly_disagree,disagree,agree,disagree,dont_know,strongly_agree,agree,agree,slightly_agree,agree,disagree,strongly_disagree,strongly_disagree
66,mostly_male,cisgender,horse,il-us,buddhist,strongly_disagree,agree,strongly_disagree,disagree,slightly_agree,disagree,strongly_disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,slightly_disagree,agree,agree,slightly_agree,disagree,slightly_disagree,disagree,disagree
18,male,cisgender,othercanine,ga-us,atheist,neutral,strongly_agree,slightly_agree,disagree,agree,slightly_agree,neutral,strongly_agree,agree,slightly_agree,slightly_disagree,neutral,strongly_disagree,slightly_agree,agree,dont_know,slightly_agree,agree,slightly_disagree,dont_know,slightly_agree,neutral,dont_know,slightly_disagree
33,male,cisgender,lion,ca-us,atheist,neutral,strongly_agree,disagree,neutral,strongly_disagree,disagree,strongly_disagree,neutral,strongly_agree,disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,slightly_agree,neutral,neutral,agree,strongly_disagree
19,somewhat_male,complicated,redfox,az-us,atheist,disagree,agree,disagree,agree,agree,agree,disagree,disagree,agree,disagree,slightly_disagree,disagree,disagree,agree,agree,dont_know,slightly_disagree,agree,disagree,slightly_agree,disagree,disagree,disagree,strongly_disagree
32,mostly_male,cisgender,rabbit,ca-us,atheist,strongly_agree,strongly_agree,strongly_disagree,neutral,agree,strongly_agree,neutral,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,disagree
29,male,cisgender,,oh-us,pagan,agree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,slightly_agree,strongly_agree,slightly_agree,slightly_agree,disagree,disagree,strongly_disagree
49,male,cisgender,other_mammal,pa-us,chriatian_catholic,strongly_disagree,dont_know,strongly_disagree,slightly_agree,agree,slightly_agree,strongly_disagree,disagree,agree,disagree,agree,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,strongly_agree,slightly_agree,slightly_agree,dont_know,slightly_agree,slightly_disagree,strongly_disagree
18,male,cisgender,wolf,gb,atheist,slightly_disagree,slightly_agree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_agree,slightly_disagree,disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,neutral,disagree
24,male,cisgender,other_mammal,ca-us,christian_protestant,neutral,neutral,strongly_disagree,slightly_agree,slightly_agree,slightly_agree,disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,dont_know,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_agree,neutral,strongly_disagree
22,male,cisgender,wolf,mi-us,atheist,slightly_agree,strongly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree
44,none,complicated,dinosaur,wa-us,other,strongly_disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,agree,strongly_agree,slightly_agree,agree,strongly_agree,disagree,slightly_disagree,disagree,strongly_disagree,strongly_disagree
28,mostly_male,cisgender,otherfox,nh-us,atheist,agree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,slightly_agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_disagree,disagree
22,male,cisgender,dragon,ca-us,agnostic,disagree,slightly_disagree,disagree,slightly_agree,slightly_agree,neutral,disagree,slightly_disagree,slightly_agree,agree,strongly_agree,strongly_disagree,slightly_disagree,slightly_agree,slightly_disagree,agree,agree,slightly_agree,strongly_agree,slightly_disagree,disagree,slightly_disagree,neutral,disagree
25,male,cisgender,arcticfox,gb,atheist,disagree,strongly_agree,strongly_disagree,agree,slightly_agree,agree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,slightly_agree,agree,disagree,slightly_disagree,strongly_agree,agree,agree,neutral,disagree,disagree,slightly_agree,disagree
37,mostly_male,cisgender,other_unspecified,gb,atheist,disagree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_agree,disagree,disagree,strongly_disagree,neutral,slightly_agree,agree,agree,agree,slightly_agree,agree,slightly_disagree,neutral,slightly_disagree,disagree,disagree
18,male,cisgender,otherdog,ma-us,agnostic,neutral,slightly_agree,agree,agree,strongly_disagree,disagree,disagree,slightly_disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,agree,agree,dont_know,strongly_agree,strongly_agree,neutral,disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
28,female,transgender,otherbird,tx-us,pagan,agree,slightly_disagree,disagree,agree,agree,agree,slightly_disagree,slightly_agree,agree,dont_know,slightly_agree,strongly_disagree,neutral,agree,neutral,dont_know,disagree,slightly_disagree,strongly_disagree,dont_know,dont_know,neutral,slightly_agree,slightly_disagree
17,male,cisgender,other_unspecified,au,atheist,strongly_disagree,agree,strongly_disagree,agree,agree,slightly_agree,dont_know,dont_know,strongly_agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,neutral,agree,strongly_agree,agree,dont_know,slightly_agree,slightly_disagree,dont_know,neutral
35,none,complicated,other_mammal,az-us,agnostic,disagree,neutral,strongly_disagree,slightly_agree,slightly_agree,neutral,strongly_disagree,agree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,agree,slightly_disagree,slightly_disagree,slightly_agree,agree,neutral,slightly_disagree,slightly_agree,disagree,disagree
36,mostly_male,cisgender,otherfox,mi-us,atheist,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,neutral,slightly_agree,disagree,slightly_agree,disagree,disagree
18,male,cisgender,dragon,ky-us,other,slightly_disagree,dont_know,disagree,neutral,slightly_agree,neutral,disagree,agree,disagree,disagree,slightly_disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,dont_know,neutral,agree,slightly_agree,dont_know,slightly_disagree,slightly_disagree,slightly_agree,neutral
21,none,transgender,other_nonmammal,md-us,atheist,slightly_disagree,agree,slightly_disagree,neutral,neutral,slightly_agree,disagree,slightly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,neutral,strongly_agree,agree,agree,agree,agree,neutral,neutral,slightly_disagree,strongly_disagree,disagree
31,mostly_female,transgender,otherbird,wa-us,buddhist,neutral,strongly_agree,disagree,agree,slightly_agree,neutral,disagree,slightly_agree,agree,slightly_disagree,disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,strongly_agree,neutral,neutral,agree,slightly_agree,strongly_agree,slightly_disagree,slightly_agree,slightly_disagree
14,male,cisgender,wolf,va-us,atheist,agree,strongly_agree,disagree,strongly_agree,dont_know,dont_know,strongly_disagree,neutral,strongly_agree,strongly_disagree,strongly_agree,dont_know,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,strongly_agree,dont_know,strongly_agree,strongly_disagree,dont_know,strongly_disagree
25,both,complicated,dragon,pl,pagan,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,neutral,slightly_agree,slightly_disagree,agree,agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,slightly_agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_disagree,disagree,disagree
26,male,cisgender,redfox,ut-us,atheist,neutral,agree,slightly_disagree,neutral,slightly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,neutral,dont_know,strongly_disagree,neutral,agree,neutral,neutral,agree,strongly_agree,neutral,neutral,slightly_disagree,neutral,neutral
15,male,cisgender,otherfeline,wi-us,christian_catholic,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,disagree,agree,agree,neutral,agree,agree,slightly_agree,disagree,disagree,slightly_agree,strongly_agree,neutral
26,both,complicated,rabbit,za,atheist,agree,strongly_agree,slightly_agree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_disagree,slightly_agree,strongly_agree,strongly_agree,disagree,agree,agree,strongly_disagree,strongly_disagree
20,male,cisgender,polymorphic,ca,agnostic,disagree,dont_know,strongly_disagree,disagree,strongly_agree,dont_know,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,strongly_agree,dont_know,slightly_agree,strongly_agree,neutral,strongly_disagree,strongly_agree,neutral,slightly_agree,strongly_disagree
18,male,cisgender,lion,ru,atheist,agree,neutral,neutral,strongly_agree,agree,slightly_agree,neutral,disagree,strongly_agree,strongly_disagree,slightly_agree,dont_know,strongly_disagree,slightly_disagree,slightly_disagree,disagree,slightly_agree,strongly_agree,slightly_disagree,strongly_disagree,dont_know,disagree,disagree,slightly_disagree
22,male,cisgender,dragon,tx-us,atheist,strongly_disagree,slightly_agree,agree,agree,strongly_disagree,agree,strongly_disagree,slightly_agree,neutral,strongly_disagree,slightly_agree,strongly_disagree,agree,agree,neutral,agree,slightly_disagree,strongly_agree,slightly_agree,strongly_disagree,agree,disagree,slightly_disagree,disagree
33,male,cisgender,wolf,au,atheist,neutral,agree,disagree,agree,agree,neutral,disagree,disagree,agree,slightly_disagree,slightly_agree,strongly_disagree,disagree,agree,disagree,agree,agree,agree,agree,neutral,slightly_disagree,neutral,disagree,disagree
26,mostly_female,transgender,snowleopard,ut-us,,strongly_disagree,slightly_disagree,neutral,slightly_disagree,strongly_disagree,neutral,strongly_disagree,slightly_agree,agree,strongly_disagree,agree,dont_know,slightly_disagree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,slightly_agree,slightly_disagree,agree,neutral,strongly_disagree,strongly_disagree
17,male,cisgender,other_unspecified,gb,atheist,disagree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,agree,disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,slightly_agree,agree,disagree,dont_know,slightly_disagree,disagree,strongly_disagree
22,male,cisgender,dragon,gb,other,disagree,dont_know,disagree,slightly_disagree,slightly_agree,dont_know,agree,agree,agree,dont_know,slightly_agree,dont_know,disagree,slightly_agree,disagree,dont_know,agree,strongly_agree,agree,dont_know,slightly_agree,neutral,dont_know,disagree
26,somewhat_male,complicated,wolf,mo-us,atheist,neutral,agree,disagree,disagree,slightly_agree,slightly_disagree,strongly_disagree,agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,slightly_agree,dont_know,agree,strongly_agree,strongly_agree,dont_know,agree,disagree,dont_know,disagree
31,male,cisgender,redfox,wa-us,agnostic,slightly_agree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_disagree,disagree,agree,disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,agree,dont_know,disagree,slightly_agree,dont_know,strongly_disagree
24,male,cisgender,raven,nv-us,christian_catholic,slightly_disagree,neutral,strongly_disagree,agree,slightly_agree,slightly_disagree,disagree,agree,agree,strongly_disagree,agree,strongly_disagree,neutral,slightly_agree,agree,neutral,slightly_agree,neutral,disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,disagree
23,male,cisgender,polymorphic,nm-us,agnostic,neutral,disagree,strongly_disagree,slightly_disagree,dont_know,neutral,strongly_disagree,agree,agree,dont_know,strongly_agree,dont_know,disagree,disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_disagree,disagree,disagree,agree,neutral
23,male,cisgender,rabbit,wa-us,other,disagree,neutral,neutral,slightly_agree,slightly_agree,neutral,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,neutral,slightly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,strongly_disagree
18,mostly_male,cisgender,otherfeline,al-us,atheist,agree,strongly_agree,neutral,strongly_agree,strongly_agree,disagree,disagree,slightly_agree,strongly_agree,strongly_disagree,neutral,slightly_disagree,disagree,neutral,strongly_agree,dont_know,slightly_disagree,agree,agree,slightly_agree,agree,slightly_agree,dont_know,disagree
33,male,cisgender,redfox,ma-us,agnostic,disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_agree,agree,slightly_agree,slightly_disagree,slightly_disagree,disagree
33,both,complicated,panther,mn-us,agnostic,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,disagree,strongly_agree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,neutral,neutral,strongly_agree,strongly_agree,strongly_disagree,dont_know,strongly_disagree,dont_know,disagree
47,male,cisgender,redfox,gb,atheist,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,disagree,slightly_agree,disagree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,agree,agree,agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_disagree
24,mostly_male,cisgender,otherdog,gb,agnostic,disagree,agree,disagree,disagree,agree,slightly_agree,slightly_disagree,slightly_agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_disagree,disagree,slightly_agree,agree,slightly_agree,strongly_agree,strongly_agree,neutral,agree,agree,neutral,disagree
30,mostly_male,transgender,otherfeline,mn-us,pagan,disagree,disagree,slightly_disagree,disagree,disagree,neutral,neutral,disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,neutral,slightly_agree,slightly_agree,neutral,neutral,slightly_agree,disagree,agree,disagree,neutral,disagree
18,male,transgender,wolf,ar,agnostic,disagree,neutral,strongly_disagree,strongly_agree,slightly_agree,agree,slightly_disagree,agree,strongly_agree,strongly_disagree,slightly_agree,disagree,disagree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,strongly_agree,slightly_agree,agree,neutral
28,male,cisgender,rabbit,ca,atheist,disagree,agree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,disagree,agree,slightly_agree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,slightly_disagree,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,strongly_disagree,strongly_disagree
23,male,cisgender,dragon,ut-us,christian_other,strongly_disagree,strongly_disagree,disagree,disagree,neutral,disagree,slightly_disagree,disagree,slightly_disagree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,neutral,dont_know,agree,strongly_agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,slightly_disagree
28,male,cisgender,otherdog,pa-us,agnostic,strongly_disagree,disagree,dont_know,agree,dont_know,dont_know,disagree,disagree,disagree,dont_know,dont_know,strongly_disagree,strongly_disagree,dont_know,dont_know,dont_know,neutral,slightly_disagree,strongly_agree,disagree,dont_know,strongly_disagree,strongly_disagree,dont_know
28,male,cisgender,jackal,ny-us,atheist,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree,agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,agree,disagree,strongly_agree,slightly_disagree,agree,slightly_agree,dont_know,agree,slightly_agree,dont_know,disagree
28,male,cisgender,coyote,tx-us,christian_protestant,disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,neutral,slightly_disagree,disagree,disagree,slightly_agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_disagree,agree,slightly_disagree,disagree,agree,agree,agree,agree
35,mostly_male,complicated,raccoon,or-us,agnostic,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree,slightly_disagree,agree,slightly_agree,agree,strongly_disagree,slightly_agree,disagree,slightly_disagree,agree,agree,slightly_agree,strongly_agree,agree,strongly_agree,slightly_agree,slightly_agree,neutral,slightly_disagree,slightly_disagree
28,mostly_male,cisgender,mouse,ms-us,agnostic,slightly_disagree,agree,strongly_disagree,disagree,agree,slightly_agree,neutral,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,dont_know,slightly_agree,agree,strongly_agree,dont_know,agree,agree,dont_know,disagree
18,male,cisgender,wolf,ca,agnostic,neutral,neutral,disagree,slightly_disagree,disagree,neutral,disagree,strongly_agree,agree,disagree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,neutral,dont_know,agree,strongly_agree,strongly_agree,disagree,agree,neutral,dont_know,strongly_disagree
31,male,cisgender,wolf,ca-us,atheist,disagree,neutral,disagree,agree,agree,neutral,disagree,disagree,agree,neutral,disagree,disagree,disagree,neutral,agree,disagree,agree,agree,agree,neutral,agree,disagree,neutral,neutral
27,male,cisgender,husky,tn-us,agnostic,disagree,disagree,slightly_agree,agree,agree,agree,strongly_disagree,neutral,slightly_agree,slightly_agree,disagree,strongly_disagree,strongly_disagree,slightly_disagree,disagree,neutral,disagree,agree,slightly_agree,disagree,neutral,slightly_disagree,strongly_disagree,disagree
